User_ID,Age,Education_Level,Goal,Preferred_Category,Subcategory,Course_Name,Rating
772,32,Bachelors,Upskilling,Language Learning,German,German Basics,4.4
773,39,Masters,Switching Career,Music,Guitar,Guitar for Beginners,4.0
774,40,PhD,Switching Career,Design,UI/UX,UI Design Principles,4.2
775,26,High School,Switching Career,Business,Entrepreneurship,Startup Success,4.6
776,47,PhD,Switching Career,Writing,Content Writing,Blog Writing,4.1
777,48,PhD,Job,Language Learning,Spanish,Conversational Spanish,4.6
778,45,Masters,Freelancing,Design,Figma,Figma for Teams,3.2
779,47,Masters,Job,Music,Guitar,Fingerstyle Guitar,4.9
780,22,High School,Switching Career,Language Learning,German,German Basics,3.2
781,26,High School,Freelancing,Design,Graphic Design,Illustrator Course,3.8
782,46,Bachelors,Freelancing,Language Learning,French,Basic French A1,4.8
783,45,Masters,Job,Engineering,Electrical,Power Engineering,4.7
784,36,High School,Upskilling,Photography,DSLR Basics,Camera Settings 101,4.4
785,40,High School,Upskilling,Programming,App Development,React Native Guide,4.4
786,43,Masters,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,4.1
787,29,PhD,Freelancing,Writing,Content Writing,SEO Content Writing,4.7
788,41,PhD,Freelancing,Personal Development,Public Speaking,Speaking with Confidence,3.3
789,22,High School,Freelancing,Music,Music Theory,Advanced Harmony,4.9
790,26,High School,Freelancing,Health & Fitness,Yoga,Advanced Yoga Poses,4.2
791,47,PhD,Switching Career,Health & Fitness,Yoga,Beginner Yoga,3.4
792,18,PhD,Freelancing,Photography,Photo Editing,Photoshop for Photographers,4.9
793,41,High School,Job,Engineering,Robotics,Building Arduino Robots,3.2
794,48,High School,Freelancing,Photography,Photo Editing,Photoshop for Photographers,4.0
795,23,Bachelors,Switching Career,Business,Entrepreneurship,Startup Success,4.8
796,18,PhD,Switching Career,Photography,Photo Editing,Photoshop for Photographers,3.8
797,36,Masters,Freelancing,Programming,Cybersecurity,Network Security,4.5
798,34,High School,Switching Career,Engineering,Mechanical,Thermodynamics,4.3
799,36,High School,Upskilling,Music,Guitar,Guitar for Beginners,4.0
800,35,Masters,Freelancing,Engineering,Civil,AutoCAD Civil,4.7
801,18,High School,Freelancing,Engineering,Mechanical,CAD Design,3.7
802,29,Masters,Freelancing,Music,Guitar,Guitar for Beginners,3.7
803,23,Bachelors,Freelancing,Music,Piano,Classical Piano,3.5
804,46,Bachelors,Freelancing,Engineering,Civil,Structural Engineering,4.3
805,25,High School,Freelancing,Music,Piano,Classical Piano,3.6
806,32,PhD,Switching Career,Music,Piano,Piano Lessons 101,4.1
807,45,High School,Upskilling,Music,Piano,Classical Piano,4.9
808,20,High School,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,3.7
809,35,High School,Upskilling,Engineering,Robotics,Building Arduino Robots,4.5
810,33,Bachelors,Upskilling,Design,UI/UX,UX Research,4.3
811,22,High School,Switching Career,Business,Marketing,SEO Mastery,3.7
812,36,Masters,Freelancing,Programming,Web Development,React Full Course,3.2
813,31,High School,Job,Business,Finance,Investing Basics,4.3
814,29,High School,Freelancing,Personal Development,Leadership,Emotional Intelligence,4.3
815,22,PhD,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,3.5
816,22,Masters,Job,Health & Fitness,Yoga,Advanced Yoga Poses,5.0
817,34,Masters,Freelancing,Music,Guitar,Fingerstyle Guitar,5.0
818,30,PhD,Freelancing,Music,Guitar,Guitar for Beginners,4.1
819,45,Bachelors,Job,Music,Music Theory,Advanced Harmony,3.2
820,22,High School,Upskilling,Music,Guitar,Fingerstyle Guitar,3.3
821,18,High School,Switching Career,Personal Development,Productivity,Focus and Discipline,4.8
822,18,PhD,Switching Career,Health & Fitness,Yoga,Beginner Yoga,4.1
823,18,PhD,Switching Career,Business,Entrepreneurship,Business Planning,4.4
824,43,High School,Job,Language Learning,French,French for Travelers,4.7
825,36,Bachelors,Freelancing,Photography,DSLR Basics,Photography Composition,4.3
826,37,PhD,Job,Language Learning,German,German Basics,4.8
827,46,Bachelors,Freelancing,Programming,App Development,Flutter Beginner,4.4
828,33,PhD,Switching Career,Business,Entrepreneurship,Business Planning,4.1
829,46,High School,Job,Language Learning,English,Spoken English,4.6
830,20,PhD,Job,Writing,Content Writing,SEO Content Writing,4.9
831,27,Bachelors,Job,Programming,App Development,React Native Guide,4.3
832,48,High School,Freelancing,Design,Figma,Figma Masterclass,4.3
833,37,High School,Switching Career,Engineering,Mechanical,Thermodynamics,4.6
834,24,High School,Switching Career,Engineering,Mechanical,Thermodynamics,4.6
835,45,Masters,Switching Career,Language Learning,English,English Grammar,3.6
836,31,High School,Freelancing,Language Learning,English,English Grammar,3.5
837,44,Bachelors,Upskilling,Photography,DSLR Basics,Photography Composition,3.5
838,20,Bachelors,Job,Engineering,Robotics,Intro to Robotics,3.0
839,49,High School,Job,Programming,App Development,Flutter Beginner,4.4
840,36,PhD,Switching Career,Design,Canva,Canva for Beginners,4.3
841,46,PhD,Freelancing,Design,Figma,Figma Masterclass,4.4
842,23,Masters,Upskilling,Health & Fitness,Nutrition,Healthy Eating,3.4
843,24,Masters,Freelancing,Music,Music Theory,Music Theory Basics,3.6
844,30,High School,Freelancing,Music,Piano,Piano Lessons 101,3.3
845,20,High School,Upskilling,Personal Development,Productivity,Focus and Discipline,3.5
846,47,High School,Job,Programming,Cybersecurity,Ethical Hacking,3.3
847,19,PhD,Job,Business,Finance,Investing Basics,4.2
848,38,PhD,Freelancing,Language Learning,Spanish,Beginner Spanish,3.7
849,24,Bachelors,Switching Career,Writing,Copywriting,Sales Copy Mastery,3.1
850,49,High School,Switching Career,Design,Canva,Designing with Canva,3.4
851,41,Bachelors,Switching Career,Writing,Content Writing,SEO Content Writing,5.0
852,30,Masters,Freelancing,Programming,Cybersecurity,Ethical Hacking,3.6
853,25,PhD,Switching Career,Health & Fitness,Nutrition,Meal Planning,3.4
854,36,Bachelors,Freelancing,Engineering,Mechanical,Thermodynamics,3.8
855,49,Bachelors,Switching Career,Music,Piano,Piano Lessons 101,4.5
856,33,Bachelors,Upskilling,Health & Fitness,Mental Health,Managing Stress,4.8
857,27,High School,Switching Career,Programming,Web Development,HTML CSS JS Mastery,4.5
858,20,PhD,Switching Career,Music,Music Theory,Music Theory Basics,3.9
859,33,High School,Job,Health & Fitness,Nutrition,Healthy Eating,3.7
860,33,High School,Job,Music,Music Theory,Advanced Harmony,3.3
861,47,High School,Switching Career,Music,Guitar,Fingerstyle Guitar,3.4
862,41,PhD,Job,Business,Management,Leadership Skills,4.1
863,36,PhD,Upskilling,Engineering,Mechanical,Thermodynamics,4.2
864,39,High School,Upskilling,Programming,Web Development,HTML CSS JS Mastery,3.7
865,20,Masters,Upskilling,Design,Figma,Figma Masterclass,3.3
866,39,Bachelors,Job,Music,Music Theory,Music Theory Basics,4.5
867,32,Masters,Upskilling,Personal Development,Public Speaking,TED Talk Techniques,3.6
868,22,Masters,Upskilling,Music,Piano,Piano Lessons 101,3.9
869,36,PhD,Upskilling,Business,Finance,Investing Basics,3.2
870,43,Bachelors,Upskilling,Business,Marketing,Digital Marketing 101,3.6
871,27,PhD,Freelancing,Writing,Content Writing,Blog Writing,3.6
872,26,PhD,Upskilling,Health & Fitness,Yoga,Beginner Yoga,3.6
873,22,High School,Freelancing,Photography,Lighting Techniques,Studio Setup,3.8
874,39,Masters,Switching Career,Engineering,Robotics,Building Arduino Robots,3.6
875,26,Masters,Freelancing,Personal Development,Productivity,Focus and Discipline,3.7
876,36,High School,Freelancing,Language Learning,French,Basic French A1,4.9
877,28,Masters,Freelancing,Design,Canva,Canva for Beginners,3.5
878,20,Masters,Freelancing,Music,Piano,Classical Piano,3.4
879,20,Masters,Upskilling,Design,UI/UX,UI Design Principles,4.1
880,28,Masters,Job,Programming,Data Science,Data Analysis with Pandas,4.5
881,47,Masters,Freelancing,Programming,Cybersecurity,Network Security,4.3
882,36,PhD,Upskilling,Engineering,Mechanical,CAD Design,3.7
883,25,PhD,Job,Design,Figma,Figma for Teams,3.0
884,32,PhD,Upskilling,Business,Entrepreneurship,Startup Success,4.2
885,30,Bachelors,Upskilling,Writing,Creative Writing,Writing Fiction,4.1
886,46,High School,Switching Career,Writing,Copywriting,Ad Copy Techniques,4.2
887,21,Masters,Switching Career,Design,Graphic Design,Illustrator Course,3.8
888,18,Masters,Upskilling,Language Learning,French,Basic French A1,4.7
889,23,Bachelors,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,3.3
890,45,PhD,Freelancing,Engineering,Electrical,Circuits and Systems,3.4
891,48,Masters,Job,Engineering,Robotics,Intro to Robotics,3.0
892,35,PhD,Freelancing,Photography,Photo Editing,Lightroom Editing,3.4
893,42,Masters,Switching Career,Programming,Machine Learning,Scikit-learn Basics,3.6
894,47,Bachelors,Job,Programming,App Development,React Native Guide,3.6
895,48,High School,Upskilling,Health & Fitness,Nutrition,Meal Planning,4.8
896,33,High School,Job,Personal Development,Leadership,Leadership in Teams,4.2
897,41,PhD,Switching Career,Personal Development,Public Speaking,TED Talk Techniques,4.9
898,25,Masters,Job,Personal Development,Productivity,Time Management,3.3
899,47,Bachelors,Upskilling,Design,Figma,Figma for Teams,3.7
900,40,High School,Upskilling,Personal Development,Public Speaking,Speaking with Confidence,4.0
901,29,High School,Freelancing,Photography,Photo Editing,Photoshop for Photographers,4.7
902,37,Masters,Upskilling,Business,Entrepreneurship,Startup Success,3.0
903,36,Masters,Switching Career,Health & Fitness,Yoga,Beginner Yoga,3.2
904,27,Bachelors,Freelancing,Photography,Lighting Techniques,Natural Lighting,3.8
905,22,High School,Freelancing,Programming,Data Science,Data Analysis with Pandas,3.6
906,41,Bachelors,Switching Career,Engineering,Civil,Structural Engineering,4.4
907,19,High School,Freelancing,Design,Canva,Canva for Beginners,3.6
908,31,Bachelors,Job,Health & Fitness,Mental Health,Managing Stress,3.2
909,48,PhD,Job,Writing,Creative Writing,Writing Fiction,4.6
910,21,PhD,Job,Personal Development,Productivity,Time Management,3.6
911,18,High School,Job,Engineering,Mechanical,Thermodynamics,3.4
912,40,High School,Job,Design,UI/UX,UI Design Principles,3.7
913,33,High School,Job,Engineering,Electrical,Circuits and Systems,4.4
914,36,Bachelors,Job,Business,Finance,Investing Basics,3.7
915,29,PhD,Job,Design,UI/UX,UI Design Principles,3.8
916,32,PhD,Job,Language Learning,English,Spoken English,3.2
917,26,PhD,Upskilling,Personal Development,Public Speaking,Speaking with Confidence,3.2
918,49,High School,Switching Career,Personal Development,Leadership,Emotional Intelligence,4.4
919,46,Bachelors,Switching Career,Personal Development,Leadership,Leadership in Teams,4.7
920,48,Masters,Freelancing,Programming,Data Science,Python for Data Science,3.8
921,23,High School,Freelancing,Health & Fitness,Yoga,Beginner Yoga,4.5
922,28,High School,Upskilling,Writing,Copywriting,Sales Copy Mastery,4.2
923,43,High School,Freelancing,Health & Fitness,Mental Health,Mindfulness Meditation,3.6
924,35,PhD,Upskilling,Music,Music Theory,Advanced Harmony,5.0
925,35,Bachelors,Switching Career,Business,Marketing,SEO Mastery,4.0
926,32,Bachelors,Job,Business,Marketing,Digital Marketing 101,4.0
927,19,Bachelors,Switching Career,Engineering,Civil,Structural Engineering,3.6
928,24,High School,Switching Career,Music,Guitar,Fingerstyle Guitar,4.3
929,49,Masters,Upskilling,Photography,Lighting Techniques,Natural Lighting,4.9
930,20,PhD,Job,Health & Fitness,Yoga,Advanced Yoga Poses,4.7
931,46,PhD,Job,Programming,App Development,Kotlin for Android,4.3
932,37,Bachelors,Switching Career,Health & Fitness,Nutrition,Meal Planning,4.4
933,49,High School,Switching Career,Photography,Lighting Techniques,Studio Setup,4.0
934,28,High School,Switching Career,Personal Development,Leadership,Emotional Intelligence,4.2
935,40,Masters,Upskilling,Programming,Web Development,React Full Course,3.1
936,41,Masters,Job,Language Learning,German,German Basics,3.9
937,40,PhD,Upskilling,Programming,App Development,Flutter Beginner,3.5
938,37,High School,Job,Personal Development,Productivity,Focus and Discipline,3.3
939,38,High School,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,3.5
940,48,High School,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,3.6
941,24,PhD,Job,Writing,Copywriting,Ad Copy Techniques,4.0
942,39,Bachelors,Upskilling,Language Learning,German,German Basics,4.0
943,22,Bachelors,Upskilling,Personal Development,Productivity,Focus and Discipline,5.0
944,43,Bachelors,Job,Engineering,Electrical,Power Engineering,3.5
945,48,PhD,Freelancing,Language Learning,English,Spoken English,4.0
946,37,PhD,Upskilling,Writing,Copywriting,Ad Copy Techniques,3.5
947,47,Bachelors,Job,Photography,DSLR Basics,Photography Composition,3.4
948,47,Masters,Switching Career,Engineering,Electrical,Circuits and Systems,3.7
949,27,Bachelors,Freelancing,Personal Development,Leadership,Emotional Intelligence,3.6
950,22,Bachelors,Switching Career,Personal Development,Leadership,Leadership in Teams,3.5
951,33,PhD,Freelancing,Business,Finance,Personal Finance,3.1
952,37,PhD,Switching Career,Photography,Photo Editing,Photoshop for Photographers,4.3
953,20,Bachelors,Freelancing,Personal Development,Productivity,Time Management,3.5
954,35,Bachelors,Job,Music,Guitar,Guitar for Beginners,4.7
955,23,Masters,Upskilling,Business,Management,Leadership Skills,4.3
956,23,PhD,Freelancing,Writing,Creative Writing,Writing Fiction,4.0
957,34,PhD,Job,Writing,Content Writing,Blog Writing,4.5
958,38,Masters,Switching Career,Writing,Copywriting,Sales Copy Mastery,3.3
959,29,Bachelors,Upskilling,Music,Piano,Classical Piano,4.7
960,21,PhD,Upskilling,Business,Entrepreneurship,Business Planning,3.9
961,33,Masters,Freelancing,Language Learning,German,Intermediate German,4.6
962,19,High School,Job,Writing,Copywriting,Ad Copy Techniques,3.6
963,41,High School,Freelancing,Music,Piano,Piano Lessons 101,4.8
964,43,Masters,Upskilling,Business,Finance,Investing Basics,3.4
965,28,PhD,Upskilling,Health & Fitness,Nutrition,Meal Planning,4.7
966,49,PhD,Switching Career,Language Learning,German,German Basics,4.6
967,34,High School,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,3.9
968,19,High School,Freelancing,Music,Music Theory,Music Theory Basics,3.0
969,30,Masters,Upskilling,Engineering,Electrical,Circuits and Systems,3.3
970,26,PhD,Upskilling,Music,Piano,Piano Lessons 101,3.5
971,38,Masters,Freelancing,Business,Management,Leadership Skills,3.4
972,42,Bachelors,Job,Programming,Cybersecurity,Ethical Hacking,4.8
973,47,Bachelors,Upskilling,Design,Figma,Figma for Teams,4.2
974,34,Bachelors,Job,Language Learning,Spanish,Beginner Spanish,3.0
975,45,PhD,Switching Career,Business,Finance,Personal Finance,3.4
976,35,Masters,Switching Career,Health & Fitness,Nutrition,Meal Planning,4.7
977,31,Masters,Freelancing,Health & Fitness,Nutrition,Meal Planning,4.6
978,19,Masters,Upskilling,Writing,Content Writing,SEO Content Writing,4.8
979,41,PhD,Job,Programming,Data Science,Python for Data Science,4.7
980,43,Bachelors,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,3.1
981,21,High School,Upskilling,Writing,Copywriting,Ad Copy Techniques,5.0
982,20,High School,Upskilling,Photography,Lighting Techniques,Studio Setup,3.6
983,43,Masters,Freelancing,Photography,DSLR Basics,Camera Settings 101,3.5
984,49,Masters,Switching Career,Design,Figma,Figma for Teams,4.4
985,45,Bachelors,Upskilling,Business,Entrepreneurship,Startup Success,5.0
986,49,Masters,Upskilling,Health & Fitness,Yoga,Advanced Yoga Poses,4.2
987,34,Masters,Switching Career,Design,UI/UX,UI Design Principles,4.5
988,27,PhD,Job,Writing,Creative Writing,Writing Fiction,3.5
989,20,PhD,Upskilling,Design,Graphic Design,Illustrator Course,3.2
990,49,High School,Switching Career,Language Learning,German,Intermediate German,4.0
991,27,High School,Upskilling,Business,Finance,Investing Basics,3.4
992,28,Masters,Freelancing,Engineering,Electrical,Circuits and Systems,3.8
993,22,Bachelors,Switching Career,Business,Entrepreneurship,Startup Success,3.6
994,25,PhD,Upskilling,Engineering,Electrical,Power Engineering,3.3
995,23,PhD,Switching Career,Music,Music Theory,Advanced Harmony,4.2
996,18,Masters,Job,Engineering,Robotics,Building Arduino Robots,4.9
997,26,Bachelors,Job,Personal Development,Leadership,Leadership in Teams,4.5
998,42,High School,Switching Career,Personal Development,Productivity,Time Management,4.9
999,43,High School,Job,Writing,Creative Writing,Short Story Writing,4.6
1000,36,Bachelors,Job,Personal Development,Leadership,Emotional Intelligence,4.5
1001,37,Bachelors,Upskilling,Business,Entrepreneurship,Startup Success,4.0
1002,42,PhD,Upskilling,Engineering,Robotics,Intro to Robotics,4.5
1003,41,Bachelors,Switching Career,Health & Fitness,Nutrition,Healthy Eating,4.0
1004,47,Bachelors,Freelancing,Music,Music Theory,Music Theory Basics,3.6
1005,45,High School,Switching Career,Personal Development,Productivity,Time Management,4.4
1006,37,Bachelors,Switching Career,Personal Development,Public Speaking,Speaking with Confidence,4.1
1007,20,High School,Switching Career,Health & Fitness,Nutrition,Meal Planning,4.3
1008,34,Masters,Upskilling,Engineering,Electrical,Circuits and Systems,3.2
1009,47,Bachelors,Freelancing,Health & Fitness,Nutrition,Healthy Eating,3.8
1010,37,Masters,Switching Career,Music,Music Theory,Advanced Harmony,3.7
1011,29,Bachelors,Freelancing,Business,Entrepreneurship,Startup Success,3.9
1012,19,High School,Switching Career,Business,Marketing,Digital Marketing 101,4.3
1013,47,PhD,Switching Career,Personal Development,Public Speaking,TED Talk Techniques,4.4
1014,43,Masters,Job,Design,Canva,Canva for Beginners,3.4
1015,19,Bachelors,Job,Writing,Copywriting,Sales Copy Mastery,4.3
1016,45,Bachelors,Job,Personal Development,Leadership,Leadership in Teams,3.9
1017,19,High School,Freelancing,Design,Graphic Design,Illustrator Course,3.9
1018,46,Bachelors,Freelancing,Personal Development,Public Speaking,TED Talk Techniques,3.1
1019,18,High School,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,3.1
1020,43,PhD,Switching Career,Writing,Content Writing,Blog Writing,4.1
1021,45,Masters,Job,Personal Development,Public Speaking,TED Talk Techniques,4.8
1022,25,PhD,Upskilling,Music,Music Theory,Advanced Harmony,3.0
1023,36,Bachelors,Switching Career,Language Learning,German,German Basics,4.0
1024,39,PhD,Freelancing,Personal Development,Public Speaking,TED Talk Techniques,4.9
1025,41,PhD,Freelancing,Engineering,Mechanical,CAD Design,4.4
1026,23,PhD,Freelancing,Design,Canva,Canva for Beginners,4.2
1027,24,PhD,Switching Career,Personal Development,Productivity,Time Management,4.1
1028,19,Masters,Upskilling,Language Learning,Spanish,Beginner Spanish,4.7
1029,20,High School,Upskilling,Health & Fitness,Nutrition,Healthy Eating,3.2
1030,32,PhD,Upskilling,Language Learning,French,French for Travelers,4.5
1031,35,Bachelors,Job,Programming,Data Science,Data Analysis with Pandas,4.9
1032,25,High School,Job,Photography,DSLR Basics,Camera Settings 101,3.3
1033,25,Bachelors,Upskilling,Design,UI/UX,UI Design Principles,4.5
1034,49,High School,Freelancing,Language Learning,French,French for Travelers,3.2
1035,30,PhD,Switching Career,Programming,App Development,React Native Guide,3.7
1036,28,High School,Upskilling,Language Learning,German,Intermediate German,4.3
1037,33,Bachelors,Switching Career,Writing,Creative Writing,Short Story Writing,3.8
1038,44,PhD,Upskilling,Programming,Data Science,Python for Data Science,4.5
1039,22,High School,Upskilling,Language Learning,German,German Basics,3.9
1040,43,High School,Freelancing,Engineering,Electrical,Power Engineering,3.8
1041,37,Masters,Upskilling,Programming,Machine Learning,Scikit-learn Basics,4.2
1042,27,PhD,Switching Career,Writing,Content Writing,SEO Content Writing,4.4
1043,43,Bachelors,Upskilling,Business,Marketing,SEO Mastery,3.8
1044,26,Masters,Freelancing,Business,Entrepreneurship,Business Planning,4.5
1045,28,High School,Job,Photography,Lighting Techniques,Studio Setup,3.5
1046,37,PhD,Job,Programming,Machine Learning,Intro to TensorFlow,4.3
1047,40,High School,Job,Business,Management,Leadership Skills,4.1
1048,18,PhD,Upskilling,Writing,Content Writing,Blog Writing,3.7
1049,36,Bachelors,Switching Career,Photography,Lighting Techniques,Natural Lighting,3.2
1050,30,Masters,Switching Career,Business,Finance,Investing Basics,4.7
1051,23,High School,Job,Health & Fitness,Nutrition,Meal Planning,3.4
1052,22,Masters,Switching Career,Engineering,Robotics,Building Arduino Robots,4.2
1053,45,PhD,Switching Career,Health & Fitness,Nutrition,Healthy Eating,4.0
1054,49,PhD,Freelancing,Photography,Lighting Techniques,Natural Lighting,4.4
1055,47,PhD,Job,Design,UI/UX,UX Research,4.2
1056,44,High School,Job,Language Learning,French,French for Travelers,4.0
1057,25,Masters,Upskilling,Language Learning,French,Basic French A1,4.0
1058,27,Bachelors,Switching Career,Programming,Machine Learning,Intro to TensorFlow,3.4
1059,49,High School,Job,Photography,Photo Editing,Lightroom Editing,4.7
1060,44,PhD,Upskilling,Engineering,Robotics,Building Arduino Robots,4.6
1061,48,Bachelors,Freelancing,Photography,Lighting Techniques,Studio Setup,4.5
1062,46,Bachelors,Upskilling,Business,Management,Leadership Skills,3.5
1063,43,Masters,Job,Music,Music Theory,Advanced Harmony,4.3
1064,28,High School,Upskilling,Photography,Lighting Techniques,Natural Lighting,4.3
1065,23,Bachelors,Job,Engineering,Mechanical,CAD Design,4.0
1066,19,High School,Freelancing,Programming,Machine Learning,ML A-Z,3.5
1067,46,High School,Upskilling,Health & Fitness,Mental Health,Managing Stress,4.0
1068,19,Masters,Switching Career,Design,Graphic Design,Photoshop Basics,4.7
1069,38,PhD,Upskilling,Business,Marketing,Digital Marketing 101,4.1
1070,36,Bachelors,Freelancing,Personal Development,Productivity,Time Management,3.6
1071,44,Bachelors,Job,Engineering,Civil,Structural Engineering,3.1
1072,21,Masters,Switching Career,Business,Entrepreneurship,Startup Success,3.8
1073,38,Masters,Switching Career,Business,Marketing,Digital Marketing 101,3.5
1074,33,PhD,Switching Career,Business,Entrepreneurship,Startup Success,3.6
1075,44,High School,Switching Career,Programming,Data Science,Python for Data Science,4.8
1076,19,Masters,Job,Writing,Content Writing,Blog Writing,3.6
1077,44,PhD,Job,Photography,DSLR Basics,Camera Settings 101,3.7
1078,28,Bachelors,Switching Career,Photography,Photo Editing,Lightroom Editing,3.0
1079,47,Masters,Freelancing,Programming,Web Development,HTML CSS JS Mastery,3.5
1080,34,PhD,Upskilling,Writing,Content Writing,SEO Content Writing,3.1
1081,22,Masters,Job,Health & Fitness,Mental Health,Managing Stress,4.7
1082,35,PhD,Freelancing,Engineering,Civil,AutoCAD Civil,4.3
1083,46,Masters,Freelancing,Language Learning,French,French for Travelers,3.9
1084,39,High School,Freelancing,Programming,Cybersecurity,Network Security,3.0
1085,18,Bachelors,Switching Career,Photography,Lighting Techniques,Studio Setup,4.5
1086,23,High School,Job,Music,Music Theory,Music Theory Basics,3.7
1087,42,Masters,Switching Career,Design,Figma,Figma Masterclass,3.9
1088,30,PhD,Job,Writing,Content Writing,Blog Writing,4.5
1089,40,Bachelors,Job,Engineering,Civil,Structural Engineering,3.5
1090,49,Masters,Job,Personal Development,Leadership,Leadership in Teams,3.0
1091,43,High School,Upskilling,Engineering,Robotics,Intro to Robotics,4.1
1092,29,High School,Freelancing,Business,Finance,Investing Basics,4.9
1093,32,Masters,Freelancing,Programming,Cybersecurity,Network Security,4.4
1094,47,High School,Switching Career,Programming,Machine Learning,Intro to TensorFlow,4.7
1095,44,Masters,Job,Photography,Photo Editing,Photoshop for Photographers,3.7
1096,20,Bachelors,Job,Personal Development,Leadership,Emotional Intelligence,3.6
1097,43,Bachelors,Upskilling,Business,Marketing,Digital Marketing 101,5.0
1098,45,High School,Freelancing,Writing,Creative Writing,Short Story Writing,3.6
1099,24,High School,Switching Career,Health & Fitness,Nutrition,Meal Planning,4.7
1100,33,High School,Switching Career,Writing,Copywriting,Sales Copy Mastery,4.6
1101,33,High School,Switching Career,Business,Management,Project Management,3.2
1102,21,High School,Switching Career,Language Learning,English,English Grammar,3.1
1103,46,High School,Upskilling,Engineering,Robotics,Intro to Robotics,3.2
1104,21,High School,Upskilling,Health & Fitness,Yoga,Beginner Yoga,4.2
1105,44,Bachelors,Job,Music,Piano,Classical Piano,4.6
1106,24,Masters,Job,Music,Music Theory,Advanced Harmony,4.2
1107,24,High School,Job,Engineering,Electrical,Circuits and Systems,4.8
1108,26,Masters,Upskilling,Health & Fitness,Yoga,Advanced Yoga Poses,3.4
1109,26,High School,Job,Design,UI/UX,UI Design Principles,4.0
1110,40,Masters,Freelancing,Design,Graphic Design,Illustrator Course,4.2
1111,36,Masters,Job,Photography,Lighting Techniques,Natural Lighting,3.1
1112,21,PhD,Upskilling,Writing,Creative Writing,Writing Fiction,4.6
1113,39,Bachelors,Switching Career,Music,Music Theory,Advanced Harmony,4.7
1114,39,Masters,Switching Career,Language Learning,Spanish,Beginner Spanish,3.9
1115,20,PhD,Freelancing,Programming,App Development,Kotlin for Android,3.5
1116,31,Bachelors,Switching Career,Language Learning,German,German Basics,3.8
1117,18,Masters,Job,Business,Entrepreneurship,Startup Success,4.1
1118,27,Masters,Switching Career,Writing,Content Writing,SEO Content Writing,3.1
1119,19,Bachelors,Freelancing,Personal Development,Productivity,Time Management,4.8
1120,29,Masters,Freelancing,Design,Canva,Canva for Beginners,3.4
1121,34,High School,Job,Design,Graphic Design,Photoshop Basics,3.7
1122,31,Masters,Switching Career,Writing,Copywriting,Ad Copy Techniques,4.3
1123,45,High School,Job,Design,Canva,Canva for Beginners,3.4
1124,42,Masters,Upskilling,Engineering,Robotics,Intro to Robotics,4.8
1125,30,Masters,Freelancing,Language Learning,Spanish,Beginner Spanish,4.3
1126,35,Bachelors,Switching Career,Writing,Content Writing,Blog Writing,4.6
1127,22,Bachelors,Switching Career,Photography,Photo Editing,Photoshop for Photographers,4.0
1128,29,Masters,Upskilling,Photography,Lighting Techniques,Studio Setup,4.4
1129,49,PhD,Upskilling,Engineering,Robotics,Intro to Robotics,3.4
1130,30,PhD,Freelancing,Health & Fitness,Nutrition,Meal Planning,3.9
1131,42,Bachelors,Upskilling,Personal Development,Public Speaking,Speaking with Confidence,3.3
1132,23,Masters,Switching Career,Photography,Photo Editing,Lightroom Editing,4.2
1133,47,Masters,Switching Career,Music,Piano,Classical Piano,3.8
1134,49,Masters,Upskilling,Health & Fitness,Nutrition,Healthy Eating,3.9
1135,34,High School,Upskilling,Business,Entrepreneurship,Startup Success,4.6
1136,32,High School,Job,Business,Entrepreneurship,Startup Success,4.1
1137,39,Bachelors,Upskilling,Personal Development,Leadership,Emotional Intelligence,3.4
1138,26,Masters,Job,Personal Development,Leadership,Emotional Intelligence,4.6
1139,43,PhD,Job,Music,Music Theory,Music Theory Basics,4.7
1140,32,Bachelors,Freelancing,Music,Guitar,Fingerstyle Guitar,4.4
1141,47,Masters,Job,Language Learning,Spanish,Conversational Spanish,4.5
1142,44,Bachelors,Switching Career,Music,Music Theory,Music Theory Basics,3.7
1143,26,Masters,Job,Music,Music Theory,Advanced Harmony,3.7
1144,44,PhD,Switching Career,Photography,Photo Editing,Photoshop for Photographers,4.2
1145,20,Bachelors,Freelancing,Language Learning,German,Intermediate German,3.4
1146,43,High School,Switching Career,Writing,Copywriting,Sales Copy Mastery,3.7
1147,46,Masters,Job,Design,Figma,Figma Masterclass,3.1
1148,49,High School,Freelancing,Writing,Creative Writing,Short Story Writing,3.6
1149,32,Masters,Job,Music,Guitar,Fingerstyle Guitar,4.0
1150,28,Masters,Switching Career,Health & Fitness,Nutrition,Healthy Eating,3.3
1151,44,PhD,Job,Health & Fitness,Nutrition,Healthy Eating,4.7
1152,37,PhD,Switching Career,Design,UI/UX,UX Research,4.0
1153,47,Masters,Freelancing,Programming,App Development,React Native Guide,3.1
1154,43,Bachelors,Upskilling,Engineering,Robotics,Building Arduino Robots,3.9
